Station,City,Date,Avg_Temp
USS0013A25S,"NOISY BASIN, MT US",6/4/21,59
USS0013B24S,"MOSS PEAK, MT US",6/4/21,59
USR0000MYEL,"YELLOW MULE MONTANA, MT US",6/4/21,59
USS0010C22S,"ONION PARK, MT US",6/4/21,58
USS0011D11S,"LOWER TWIN, MT US",6/4/21,58
USS0011E30S,"WHISKEY CREEK, MT US",6/4/21,58
USS0013D19S,"DARKHORSE LAKE, MT US",6/4/21,58
USS0010D07S,"NORTHEAST ENTRANCE, MT US",6/4/21,58
USS0011D08S,"CLOVER MEADOW, MT US",6/4/21,58
USS0011E29S,"CARROT BASIN, MT US",6/4/21,58
USS0013A15S,"BADGER PASS, MT US",6/4/21,58
USS0015A03S,"HAWKINS LAKE, MT US",6/4/21,57
USS0013A19S,"FLATTOP MOUNTAIN, MT US",6/4/21,57
USS0013C01S,"STUART MOUNTAIN, MT US",6/4/21,57
USS0014C12S,"TWIN LAKES, MT US",6/4/21,57
USS0010D12S,"MONUMENT PEAK, MT US",6/4/21,56
USS0015C10S,"HOODOO BASIN, MT US",6/4/21,56
USS0013C43S,"WARM SPRINGS, MT US",6/4/21,56
USS0013C44S,"BARKER LAKES, MT US",6/4/21,56
USS0013C03S,"SKALKAHO SUMMIT, MT US",6/4/21,55
USS0011E38S,"BEAVER CREEK, MT US",6/4/21,54
USS0009D06S,"FISHER CREEK, MT US",6/4/21,54
USS0009D08S,"WHITE MILL, MT US",6/4/21,54
USS0014A12S,"STAHL PEAK, MT US",6/4/21,53
USS0013B07S,"NORTH FORK JOCKO, MT US",6/4/21,53
USS0010D24S,"PLACER BASIN, MT US",6/4/21,51
USS0010D16S,"SHOWER FALLS, MT US",6/4/21,48
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",6/4/21,73
USR0000MMIS,"MISSOULA FTS MONTANA, MT US",6/4/21,70
USW00094008,"GLASGOW INTERNATIONAL AIRPORT, MT US",6/5/21,80
USR0000MPIN,"PINE HILL MONTANA, MT US",6/5/21,79
USR0000MMED,"MEDICINE LAKE MONTANA, MT US",6/5/21,78
USR0000MBRA,"BRADSHAW CREEK MONTANA, MT US",6/5/21,78
USR0000MKNO,"KNOWLTON MONTANA, MT US",6/5/21,77
USR0000MFOH,"FORT HOWES MONTANA, MT US",6/5/21,76
USR0000MBAP,"BADGER PEAK MONTANA, MT US",6/5/21,76
USR0000MDRY,"DRY BLOOD CREEK MONTANA, MT US",6/5/21,76
USR0000MKIN,"KING COULEE MONTANA, MT US",6/5/21,76
USR0000MARM,"ARMELLS CREEK MONTANA, MT US",6/5/21,75
USR0000MPOP,"POPLAR MONTANA, MT US",6/5/21,75
USW00024144,"HELENA AIRPORT ASOS, MT US",6/5/21,74
USR0000MMAC,"MANNING CORRAL DOGTOWN MONTANA, MT US",6/5/21,74
USW00024033,"BILLINGS INTERNATIONAL AIRPORT, MT US",6/5/21,74
USR0000MLIT,"LITTLE BULLWACKER CREEK MONTAN, MT US",6/5/21,74
USR0000MLIH,"LITTLE BIGHORN MONTANA, MT US",6/5/21,74
USR0000MBSM,"BIG SHEEP MOUNTAIN MONTANA, MT US",6/5/21,74
USR0000MSSC,"SOUTH SAWMILL CREEK MONTANA, MT US",6/5/21,74
USR0000MFOR,"FORT BELKNAP MONTANA, MT US",6/5/21,73
USR0000MWOL,"WOLF MOUNTAIN MONTANA, MT US",6/5/21,73
USR0000MSOD,"SODA SPRINGS MONTANA, MT US",6/5/21,72
USW00094012,"HAVRE AIRPORT ASOS, MT US",6/5/21,72
USR0000MBLU,"BLUFF CREEK MONTANA, MT US",6/5/21,72
USR0000MFIS,"FISHTAIL MONTANA, MT US",6/5/21,71
USR0000MWHH,"WHITEHALL MONTANA, MT US",6/5/21,71
USW00024138,"DILLON AIRPORT, MT US",6/5/21,70
USS0009D21S,"BURNT MOUNTAIN, MT US",6/5/21,69
USR0000MROC,"ROCKY BOY MONTANA, MT US",6/5/21,69
USW00024143,"GREAT FALLS AIRPORT, MT US",6/5/21,69
USR0000MENN,"ENNIS MONTANA, MT US",6/5/21,69
USR0000MFOU,"FOUR MILE MONTANA, MT US",6/5/21,68
USR0000MPRY,"PRYOR MOUNTAIN MONTANA, MT US",6/5/21,68
USR0000MGIN,"GINGER MONTANA, MT US",6/5/21,68
USR0000MTIM,"TIMBERCREST MONTANA, MT US",6/5/21,67
USR0000MDER,"DERBY MOUNTAIN MONTANA, MT US",6/5/21,67
USW00024137,"CUT BANK AIRPORT, MT US",6/5/21,67
USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",6/5/21,67
USR0000MWSS,"WHITE SULPHUR SPRING MONTANA, MT US",6/5/21,67
USR0000MLIS,"LITTLE SNOWY MONTANA, MT US",6/5/21,67
USR0000MANT,"ANTELOPE MONTANA, MT US",6/5/21,67
USR0000MHEL,"HELENA MONTANA, MT US",6/5/21,67
USR0000MBRE,"BRENNER MONTANA, MT US",6/5/21,66
USR0000MBIG,"BIGHORN MOUNTAIN MONTANA, MT US",6/5/21,65
USS0011E39S,"SHORT CREEK, MT US",6/5/21,65
USC00244558,"KALISPELL GLACIER AIRPORT, MT US",6/5/21,65
USR0000MWIC,"WICKED CREEK MONTANA, MT US",6/5/21,65
USS0010D31S,"BOX CANYON, MT US",6/5/21,64
USR0000MHEB,"HEBGEN LAKE MONTANA, MT US",6/5/21,64
USR0000MRED,"RED ROCK MONTANA, MT US",6/5/21,63
USS0010D39S,"EAST BOULDER MINE, MT US",6/5/21,63
USR0000MSTE,"STEVI MONTANA, MT US",6/5/21,63
USR0000MSQU,"SHENANGO MONTANA, MT US",6/5/21,62
USS0009A01S,"ROCKY BOY, MT US",6/5/21,62
USS0011E07S,"WEST YELLOWSTONE, MT US",6/5/21,62
USR0000MHUN,"HUNGRY HORSE MONTANA, MT US",6/5/21,62
USR0000MFRE,"FRENCH CREEK MONTANA, MT US",6/5/21,62
USR0000MWEF,"WEST FORK MONTANA, MT US",6/5/21,62
USR0000MLNC,"LINCOLN MONTANA, MT US",6/5/21,62
USS0009D16S,"COLE CREEK, MT US",6/5/21,62
USS0012E07S,"DIVIDE, MT US",6/5/21,61
USR0000MHOT,"HOT SPRINGS MONTANA, MT US",6/5/21,61
USS0011E31S,"MADISON PLATEAU, MT US",6/5/21,61
USS0011E30S,"WHISKEY CREEK, MT US",6/5/21,61
USR0000MEUR,"EUREKA MONTANA, MT US",6/5/21,61
USS0011E03S,"LAKEVIEW RIDGE, MT US",6/5/21,61
USR0000MGAL,"GALENA MONTANA, MT US",6/5/21,61
USR0000MLIB,"LIBBY MONTANA, MT US",6/5/21,61
USR0000MPLN,"PLAINS MONTANA, MT US",6/5/21,61
USR0000MTHO,"THOMPSON FALLS AIRPORT MONTANA, MT US",6/5/21,60
USS0011C02S,"PICKFOOT CREEK, MT US",6/5/21,60
USR0000MTRY,"TROY MONTANA, MT US",6/5/21,60
USS0010D07S,"NORTHEAST ENTRANCE, MT US",6/5/21,60
USR0000MJET,"JETTE MONTANA, MT US",6/5/21,60
USS0012B16S,"COPPER BOTTOM, MT US",6/5/21,60
USS0012E08S,"BEAGLE SPRINGS, MT US",6/5/21,59
USS0011E24S,"TEPEE CREEK, MT US",6/5/21,59
USR0000MBEN,"BENCHMARK MONTANA, MT US",6/5/21,59
USR0000MPHL,"PHILIPSBURG MONTANA, MT US",6/5/21,59
USS0012D09S,"BASIN CREEK, MT US",6/5/21,59
USS0010D13S,"LICK CREEK, MT US",6/5/21,58
USS0010C27S,"ELK PEAK, MT US",6/5/21,58
USS0010C03S,"PORCUPINE, MT US",6/5/21,58
USS0010D10S,"SACAJAWEA, MT US",6/5/21,58
USS0010D35S,"BRACKETT CREEK, MT US",6/5/21,58
USS0011E35S,"BLACK BEAR, MT US",6/5/21,58
USR0000MSEE,"SEELEY LAKE MONTANA, MT US",6/5/21,58
USR0000MGLE,"GLEASON MONTANA, MT US",6/5/21,58
USR0000MCON,"CONDON WORK CENTER MONTANA, MT US",6/5/21,58
USR0000MSTI,"STINKWATER CREEK MONTANA, MT US",6/5/21,58
USR0000MBRO,"BROWNING BFA MONTANA, MT US",6/5/21,58
USS0013D26S,"CALVERT CREEK, MT US",6/5/21,58
USR0000MSTR,"ST. REGIS MONTANA, MT US",6/5/21,58
USR0000MNIN,"NINE MILE MONTANA, MT US",6/5/21,58
USR0000MWEG,"WEST GLACIER MONTANA, MT US",6/5/21,58
USS0009C01S,"CRYSTAL LAKE, MT US",6/5/21,57
USR0000MPAR,"PARDEE MONTANA, MT US",6/5/21,57
USS0011C04S,"TIZER BASIN, MT US",6/5/21,57
USS0011D11S,"LOWER TWIN, MT US",6/5/21,57
USR0000MCBT,"CABINET TROUT CREEK MONTANA, MT US",6/5/21,57
USS0013D10S,"BLOODY DICK, MT US",6/5/21,57
USS0013C38S,"LUBRECHT FLUME, MT US",6/5/21,57
USS0012C13S,"FROHNER MEADOW, MT US",6/5/21,57
USS0013E23S,"LEMHI RIDGE, MT US",6/5/21,57
USR0000MLRC,"LITTLE ROCK CREEK MONTANA, MT US",6/5/21,57
USS0013C33S,"COMBINATION, MT US",6/5/21,57
USS0011D28S,"ALBRO LAKE, MT US",6/5/21,56
USS0010C15S,"DAISY PEAK, MT US",6/5/21,56
USS0010C23S,"STRINGER CREEK, MT US",6/5/21,56
USR0000MTPT,"TEPEE POINT MONTANA, MT US",6/5/21,56
USS0010C09S,"DEADMAN CREEK, MT US",6/5/21,56
USR0000MSMI,"SMITH CREEK MONTANA, MT US",6/5/21,56
USS0011D08S,"CLOVER MEADOW, MT US",6/5/21,56
USS0011D19S,"LONE MOUNTAIN, MT US",6/5/21,56
USR0000MSTM,"ST. MARY MONTANA, MT US",6/5/21,56
USS0012B17S,"WOOD CREEK, MT US",6/5/21,56
USS0009D08S,"WHITE MILL, MT US",6/5/21,56
USS0012B13S,"WALDRON, MT US",6/5/21,56
USS0010D12S,"MONUMENT PEAK, MT US",6/5/21,55
USR0000MDPC,"DEEP CREEK BFA MONTANA, MT US",6/5/21,55
USS0010C08S,"S FORK SHIELDS, MT US",6/5/21,55
USS0014D02S,"NEZ PERCE CAMP, MT US",6/5/21,55
USS0012D11S,"MULE CREEK, MT US",6/5/21,55
USS0013B22S,"KRAFT CREEK, MT US",6/5/21,55
USS0013B24S,"MOSS PEAK, MT US",6/5/21,55
USS0012A02S,"DUPUYER CREEK, MT US",6/5/21,55
USS0011E38S,"BEAVER CREEK, MT US",6/5/21,54
USR0000MBCB,"BC BALDY MONTANA, MT US",6/5/21,54
USS0011C01S,"BOULDER MOUNTAIN, MT US",6/5/21,54
USR0000MBOO,"BOORMAN MONTANA, MT US",6/5/21,54
USS0011E29S,"CARROT BASIN, MT US",6/5/21,54
USS0013C39S,"DALY CREEK, MT US",6/5/21,54
USR0000MYAA,"YAAK UPPER FORD MONTANA, MT US",6/5/21,54
USR0000MSTW,"STILLWATER MONTANA, MT US",6/5/21,54
USS0009D06S,"FISHER CREEK, MT US",6/5/21,54
USS0013C31S,"N FK ELK CREEK, MT US",6/5/21,54
USS0013B25S,"BISSON CREEK, MT US",6/5/21,54
USR0000MYEL,"YELLOW MULE MONTANA, MT US",6/5/21,54
USS0010C22S,"ONION PARK, MT US",6/5/21,53
USS0010C06S,"SPUR PARK, MT US",6/5/21,53
USS0013C13S,"BLACK PINE, MT US",6/5/21,53
USR0000MPPH,"PORPHYRY MONTANA, MT US",6/5/21,53
USR0000MGIR,"GIRD POINT MONTANA, MT US",6/5/21,53
USS0013A27S,"MANY GLACIER, MT US",6/5/21,53
USS0010D24S,"PLACER BASIN, MT US",6/5/21,52
USS0013D19S,"DARKHORSE LAKE, MT US",6/5/21,52
USS0013C36S,"PETERSON MEADOWS, MT US",6/5/21,52
USS0012C22S,"NEVADA RIDGE, MT US",6/5/21,52
USS0012C11S,"ROCKER PEAK, MT US",6/5/21,52
USR0000MPOL,"POLEBRIDGE MONTANA, MT US",6/5/21,52
USS0013A24S,"EMERY CREEK, MT US",6/5/21,52
USS0014C13S,"TWELVEMILE CREEK, MT US",6/5/21,52
USS0012B12S,"MOUNT LOCKHART, MT US",6/5/21,52
USS0014A11S,"GRAVE CREEK, MT US",6/5/21,51
USR0000MDEE,"DEER MOUNTAIN WEST MONTANA, MT US",6/5/21,51
USS0015A05S,"GARVER CREEK, MT US",6/5/21,51
USS0013C44S,"BARKER LAKES, MT US",6/5/21,51
USS0013A26S,"PIKE CREEK, MT US",6/5/21,51
USS0014A14S,"HAND CREEK, MT US",6/5/21,50
USS0012B14S,"COPPER CAMP, MT US",6/5/21,50
USS0014B04S,"BLACKTAIL MOUNTAIN, MT US",6/5/21,50
USS0014B05S,"SLEEPING WOMAN, MT US",6/5/21,50
USS0015A12S,"POORMAN CREEK, MT US",6/5/21,49
USS0013C03S,"SKALKAHO SUMMIT, MT US",6/5/21,49
USS0013B07S,"NORTH FORK JOCKO, MT US",6/5/21,49
USS0014C12S,"TWIN LAKES, MT US",6/5/21,49
USS0010D16S,"SHOWER FALLS, MT US",6/5/21,48
USS0013C43S,"WARM SPRINGS, MT US",6/5/21,48
USS0013A25S,"NOISY BASIN, MT US",6/5/21,48
USS0013A15S,"BADGER PASS, MT US",6/5/21,48
USS0015C10S,"HOODOO BASIN, MT US",6/5/21,47
USS0013C01S,"STUART MOUNTAIN, MT US",6/5/21,47
USS0015A08S,"BANFIELD MOUNTAIN, MT US",6/5/21,47
USS0013A19S,"FLATTOP MOUNTAIN, MT US",6/5/21,46
USS0014A12S,"STAHL PEAK, MT US",6/5/21,44
USS0015A03S,"HAWKINS LAKE, MT US",6/5/21,43
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",6/5/21,67
USR0000MMIS,"MISSOULA FTS MONTANA, MT US",6/5/21,62
USR0000MFOH,"FORT HOWES MONTANA, MT US",6/6/21,69
USR0000MPIN,"PINE HILL MONTANA, MT US",6/6/21,67
USW00094008,"GLASGOW INTERNATIONAL AIRPORT, MT US",6/6/21,67
USR0000MLIH,"LITTLE BIGHORN MONTANA, MT US",6/6/21,67
USR0000MBRA,"BRADSHAW CREEK MONTANA, MT US",6/6/21,67
USW00024033,"BILLINGS INTERNATIONAL AIRPORT, MT US",6/6/21,66
USR0000MMED,"MEDICINE LAKE MONTANA, MT US",6/6/21,65
USR0000MKIN,"KING COULEE MONTANA, MT US",6/6/21,65
USR0000MPOP,"POPLAR MONTANA, MT US",6/6/21,65
USR0000MKNO,"KNOWLTON MONTANA, MT US",6/6/21,65
USR0000MSOD,"SODA SPRINGS MONTANA, MT US",6/6/21,64
USR0000MBAP,"BADGER PEAK MONTANA, MT US",6/6/21,63
USR0000MDRY,"DRY BLOOD CREEK MONTANA, MT US",6/6/21,63
USW00094012,"HAVRE AIRPORT ASOS, MT US",6/6/21,63
USR0000MARM,"ARMELLS CREEK MONTANA, MT US",6/6/21,63
USR0000MBSM,"BIG SHEEP MOUNTAIN MONTANA, MT US",6/6/21,63
USR0000MFOR,"FORT BELKNAP MONTANA, MT US",6/6/21,62
USR0000MBLU,"BLUFF CREEK MONTANA, MT US",6/6/21,62
USR0000MMAC,"MANNING CORRAL DOGTOWN MONTANA, MT US",6/6/21,62
USR0000MLIT,"LITTLE BULLWACKER CREEK MONTAN, MT US",6/6/21,62
USR0000MSSC,"SOUTH SAWMILL CREEK MONTANA, MT US",6/6/21,62
USR0000MWOL,"WOLF MOUNTAIN MONTANA, MT US",6/6/21,61
USW00024144,"HELENA AIRPORT ASOS, MT US",6/6/21,61
USR0000MENN,"ENNIS MONTANA, MT US",6/6/21,61
USR0000MWHH,"WHITEHALL MONTANA, MT US",6/6/21,61
USR0000MFOU,"FOUR MILE MONTANA, MT US",6/6/21,60
USR0000MFIS,"FISHTAIL MONTANA, MT US",6/6/21,59
USW00024138,"DILLON AIRPORT, MT US",6/6/21,58
USR0000MGIN,"GINGER MONTANA, MT US",6/6/21,58
USW00024143,"GREAT FALLS AIRPORT, MT US",6/6/21,57
USR0000MHEL,"HELENA MONTANA, MT US",6/6/21,57
USS0010D31S,"BOX CANYON, MT US",6/6/21,56
USR0000MROC,"ROCKY BOY MONTANA, MT US",6/6/21,56
USS0010D07S,"NORTHEAST ENTRANCE, MT US",6/6/21,56
USR0000MWSS,"WHITE SULPHUR SPRING MONTANA, MT US",6/6/21,56
USR0000MPRY,"PRYOR MOUNTAIN MONTANA, MT US",6/6/21,56
USR0000MPLN,"PLAINS MONTANA, MT US",6/6/21,56
USR0000MHEB,"HEBGEN LAKE MONTANA, MT US",6/6/21,56
USR0000MHOT,"HOT SPRINGS MONTANA, MT US",6/6/21,55
USS0009D21S,"BURNT MOUNTAIN, MT US",6/6/21,55
USW00024135,"BUTTE BERT MOONEY AIRPORT, MT US",6/6/21,55
USR0000MSQU,"SHENANGO MONTANA, MT US",6/6/21,55
USS0010D39S,"EAST BOULDER MINE, MT US",6/6/21,55
USC00244558,"KALISPELL GLACIER AIRPORT, MT US",6/6/21,55
USR0000MLIS,"LITTLE SNOWY MONTANA, MT US",6/6/21,55
USR0000MSTE,"STEVI MONTANA, MT US",6/6/21,55
USR0000MBRE,"BRENNER MONTANA, MT US",6/6/21,55
USS0011E07S,"WEST YELLOWSTONE, MT US",6/6/21,54
USR0000MHUN,"HUNGRY HORSE MONTANA, MT US",6/6/21,54
USS0011E39S,"SHORT CREEK, MT US",6/6/21,54
USR0000MLIB,"LIBBY MONTANA, MT US",6/6/21,54
USR0000MANT,"ANTELOPE MONTANA, MT US",6/6/21,54
USS0010C03S,"PORCUPINE, MT US",6/6/21,53
USR0000MTHO,"THOMPSON FALLS AIRPORT MONTANA, MT US",6/6/21,53
USR0000MTIM,"TIMBERCREST MONTANA, MT US",6/6/21,53
USR0000MRED,"RED ROCK MONTANA, MT US",6/6/21,53
USR0000MDER,"DERBY MOUNTAIN MONTANA, MT US",6/6/21,53
USR0000MCBT,"CABINET TROUT CREEK MONTANA, MT US",6/6/21,53
USR0000MEUR,"EUREKA MONTANA, MT US",6/6/21,53
USW00024137,"CUT BANK AIRPORT, MT US",6/6/21,53
USR0000MTRY,"TROY MONTANA, MT US",6/6/21,53
USR0000MCON,"CONDON WORK CENTER MONTANA, MT US",6/6/21,53
USR0000MSTR,"ST. REGIS MONTANA, MT US",6/6/21,53
USR0000MNIN,"NINE MILE MONTANA, MT US",6/6/21,53
USR0000MWIC,"WICKED CREEK MONTANA, MT US",6/6/21,53
USS0011E30S,"WHISKEY CREEK, MT US",6/6/21,52
USS0011E03S,"LAKEVIEW RIDGE, MT US",6/6/21,52
USR0000MWEG,"WEST GLACIER MONTANA, MT US",6/6/21,52
USS0010D13S,"LICK CREEK, MT US",6/6/21,51
USS0010D10S,"SACAJAWEA, MT US",6/6/21,51
USR0000MSEE,"SEELEY LAKE MONTANA, MT US",6/6/21,51
USS0009A01S,"ROCKY BOY, MT US",6/6/21,51
USR0000MJET,"JETTE MONTANA, MT US",6/6/21,51
USR0000MSTW,"STILLWATER MONTANA, MT US",6/6/21,51
USS0012E07S,"DIVIDE, MT US",6/6/21,50
USS0011E31S,"MADISON PLATEAU, MT US",6/6/21,50
USR0000MBIG,"BIGHORN MOUNTAIN MONTANA, MT US",6/6/21,50
USR0000MFRE,"FRENCH CREEK MONTANA, MT US",6/6/21,50
USR0000MBRO,"BROWNING BFA MONTANA, MT US",6/6/21,50
USS0009D08S,"WHITE MILL, MT US",6/6/21,50
USR0000MWEF,"WEST FORK MONTANA, MT US",6/6/21,50
USR0000MLNC,"LINCOLN MONTANA, MT US",6/6/21,50
USS0009D16S,"COLE CREEK, MT US",6/6/21,50
USS0010D12S,"MONUMENT PEAK, MT US",6/6/21,49
USS0011E38S,"BEAVER CREEK, MT US",6/6/21,49
USS0009C01S,"CRYSTAL LAKE, MT US",6/6/21,49
USS0011E24S,"TEPEE CREEK, MT US",6/6/21,49
USS0010D35S,"BRACKETT CREEK, MT US",6/6/21,49
USS0011E35S,"BLACK BEAR, MT US",6/6/21,49
USR0000MGLE,"GLEASON MONTANA, MT US",6/6/21,49
USS0011D11S,"LOWER TWIN, MT US",6/6/21,49
USR0000MBOO,"BOORMAN MONTANA, MT US",6/6/21,49
USR0000MPHL,"PHILIPSBURG MONTANA, MT US",6/6/21,49
USS0012E08S,"BEAGLE SPRINGS, MT US",6/6/21,48
USS0011C02S,"PICKFOOT CREEK, MT US",6/6/21,48
USS0012D09S,"BASIN CREEK, MT US",6/6/21,48
USS0013D10S,"BLOODY DICK, MT US",6/6/21,48
USS0013C38S,"LUBRECHT FLUME, MT US",6/6/21,48
USS0013E23S,"LEMHI RIDGE, MT US",6/6/21,48
USS0009D06S,"FISHER CREEK, MT US",6/6/21,48
USS0012B16S,"COPPER BOTTOM, MT US",6/6/21,48
USS0013B22S,"KRAFT CREEK, MT US",6/6/21,48
USS0011D28S,"ALBRO LAKE, MT US",6/6/21,47
USS0010D24S,"PLACER BASIN, MT US",6/6/21,47
USR0000MBEN,"BENCHMARK MONTANA, MT US",6/6/21,47
USS0010C23S,"STRINGER CREEK, MT US",6/6/21,47
USS0010C09S,"DEADMAN CREEK, MT US",6/6/21,47
USS0011E29S,"CARROT BASIN, MT US",6/6/21,47
USS0011D19S,"LONE MOUNTAIN, MT US",6/6/21,47
USR0000MGAL,"GALENA MONTANA, MT US",6/6/21,47
USS0014D02S,"NEZ PERCE CAMP, MT US",6/6/21,47
USR0000MYAA,"YAAK UPPER FORD MONTANA, MT US",6/6/21,47
USR0000MPOL,"POLEBRIDGE MONTANA, MT US",6/6/21,47
USR0000MSTI,"STINKWATER CREEK MONTANA, MT US",6/6/21,47
USS0012C13S,"FROHNER MEADOW, MT US",6/6/21,47
USS0013D26S,"CALVERT CREEK, MT US",6/6/21,47
USR0000MSTM,"ST. MARY MONTANA, MT US",6/6/21,47
USS0012D11S,"MULE CREEK, MT US",6/6/21,47
USR0000MLRC,"LITTLE ROCK CREEK MONTANA, MT US",6/6/21,47
USS0013A24S,"EMERY CREEK, MT US",6/6/21,47
USS0014C13S,"TWELVEMILE CREEK, MT US",6/6/21,47
USR0000MPAR,"PARDEE MONTANA, MT US",6/6/21,46
USS0010C27S,"ELK PEAK, MT US",6/6/21,46
USS0011C04S,"TIZER BASIN, MT US",6/6/21,46
USS0014A11S,"GRAVE CREEK, MT US",6/6/21,46
USR0000MDPC,"DEEP CREEK BFA MONTANA, MT US",6/6/21,46
USS0010C08S,"S FORK SHIELDS, MT US",6/6/21,46
USS0011D08S,"CLOVER MEADOW, MT US",6/6/21,46
USS0013B24S,"MOSS PEAK, MT US",6/6/21,46
USS0013C33S,"COMBINATION, MT US",6/6/21,46
USS0013A27S,"MANY GLACIER, MT US",6/6/21,46
USS0012B13S,"WALDRON, MT US",6/6/21,46
USS0013B25S,"BISSON CREEK, MT US",6/6/21,46
USS0012A02S,"DUPUYER CREEK, MT US",6/6/21,46
USS0010C15S,"DAISY PEAK, MT US",6/6/21,45
USR0000MTPT,"TEPEE POINT MONTANA, MT US",6/6/21,45
USR0000MSMI,"SMITH CREEK MONTANA, MT US",6/6/21,45
USS0010D16S,"SHOWER FALLS, MT US",6/6/21,45
USS0013C39S,"DALY CREEK, MT US",6/6/21,45
USS0012B17S,"WOOD CREEK, MT US",6/6/21,45
USR0000MBCB,"BC BALDY MONTANA, MT US",6/6/21,44
USS0013D19S,"DARKHORSE LAKE, MT US",6/6/21,44
USS0014A14S,"HAND CREEK, MT US",6/6/21,44
USR0000MYEL,"YELLOW MULE MONTANA, MT US",6/6/21,44
USS0010C22S,"ONION PARK, MT US",6/6/21,43
USS0011C01S,"BOULDER MOUNTAIN, MT US",6/6/21,43
USS0013C36S,"PETERSON MEADOWS, MT US",6/6/21,43
USS0013C31S,"N FK ELK CREEK, MT US",6/6/21,43
USS0013A26S,"PIKE CREEK, MT US",6/6/21,43
USS0014C12S,"TWIN LAKES, MT US",6/6/21,43
USS0014B04S,"BLACKTAIL MOUNTAIN, MT US",6/6/21,43
USS0012B12S,"MOUNT LOCKHART, MT US",6/6/21,43
USS0015A05S,"GARVER CREEK, MT US",6/6/21,42
USS0010C06S,"SPUR PARK, MT US",6/6/21,42
USS0013C13S,"BLACK PINE, MT US",6/6/21,42
USS0013B07S,"NORTH FORK JOCKO, MT US",6/6/21,42
USS0014B05S,"SLEEPING WOMAN, MT US",6/6/21,42
USS0015A12S,"POORMAN CREEK, MT US",6/6/21,41
USS0012C22S,"NEVADA RIDGE, MT US",6/6/21,41
USR0000MGIR,"GIRD POINT MONTANA, MT US",6/6/21,41
USS0013A25S,"NOISY BASIN, MT US",6/6/21,41
USS0012B14S,"COPPER CAMP, MT US",6/6/21,41
USR0000MDEE,"DEER MOUNTAIN WEST MONTANA, MT US",6/6/21,40
USS0013A19S,"FLATTOP MOUNTAIN, MT US",6/6/21,40
USS0012C11S,"ROCKER PEAK, MT US",6/6/21,40
USS0013C03S,"SKALKAHO SUMMIT, MT US",6/6/21,40
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",6/6/21,57
USR0000MMIS,"MISSOULA FTS MONTANA, MT US",6/6/21,53
USS0015A08S,"BANFIELD MOUNTAIN, MT US",6/6/21,40
USS0013C44S,"BARKER LAKES, MT US",6/6/21,40
USS0013A15S,"BADGER PASS, MT US",6/6/21,40
USS0015C10S,"HOODOO BASIN, MT US",6/6/21,39
USS0013C43S,"WARM SPRINGS, MT US",6/6/21,39
USS0014A12S,"STAHL PEAK, MT US",6/6/21,38
USS0013C01S,"STUART MOUNTAIN, MT US",6/6/21,38
USR0000MPPH,"PORPHYRY MONTANA, MT US",6/6/21,38
USS0015A03S,"HAWKINS LAKE, MT US",6/6/21,35
USR0000MPIN,"PINE HILL MONTANA, MT US",6/7/21,73
USR0000MBRA,"BRADSHAW CREEK MONTANA, MT US",6/7/21,70
USR0000MKNO,"KNOWLTON MONTANA, MT US",6/7/21,70
USR0000MFOH,"FORT HOWES MONTANA, MT US",6/7/21,69
USR0000MLIH,"LITTLE BIGHORN MONTANA, MT US",6/7/21,68
USW00094008,"GLASGOW INTERNATIONAL AIRPORT, MT US",6/7/21,67
USR0000MKIN,"KING COULEE MONTANA, MT US",6/7/21,67
USR0000MMED,"MEDICINE LAKE MONTANA, MT US",6/7/21,66
USR0000MDRY,"DRY BLOOD CREEK MONTANA, MT US",6/7/21,66
USR0000MBSM,"BIG SHEEP MOUNTAIN MONTANA, MT US",6/7/21,66
USR0000MPOP,"POPLAR MONTANA, MT US",6/7/21,66
USR0000MSSC,"SOUTH SAWMILL CREEK MONTANA, MT US",6/7/21,66
USR0000MBAP,"BADGER PEAK MONTANA, MT US",6/7/21,65
USR0000MSOD,"SODA SPRINGS MONTANA, MT US",6/7/21,65
USR0000MMAC,"MANNING CORRAL DOGTOWN MONTANA, MT US",6/7/21,65
USW00024033,"BILLINGS INTERNATIONAL AIRPORT, MT US",6/7/21,65
USR0000MARM,"ARMELLS CREEK MONTANA, MT US",6/7/21,65
USR0000MLIT,"LITTLE BULLWACKER CREEK MONTAN, MT US",6/7/21,64
USR0000MENN,"ENNIS MONTANA, MT US",6/7/21,63
USR0000MWHH,"WHITEHALL MONTANA, MT US",6/7/21,63
USR0000MBLU,"BLUFF CREEK MONTANA, MT US",6/7/21,62
USR0000MFOR,"FORT BELKNAP MONTANA, MT US",6/7/21,61
USR0000MWOL,"WOLF MOUNTAIN MONTANA, MT US",6/7/21,61
USR0000MFIS,"FISHTAIL MONTANA, MT US",6/7/21,61
USR0000MHEL,"HELENA MONTANA, MT US",6/7/21,61
USR0000MWSS,"WHITE SULPHUR SPRING MONTANA, MT US",6/7/21,60
USR0000MLIS,"LITTLE SNOWY MONTANA, MT US",6/7/21,60
USR0000MGIN,"GINGER MONTANA, MT US",6/7/21,60
